division	Pleven	#E67431
division	Riga	#E67231
division	Latvia	#E67030
division	Harjumaa	#E56F30
division	Helsinki	#E56D30
division	Uusimaa	#E56B2F
division	Finland	#E56A2F
division	Minsk	#E4682F
division	Minsk Region	#E4662E
division	Belarus	#E4652E
division	Vitebsk Region	#E4632E
division	Gomel Region	#E3612D
division	Chisinau	#E3602D
division	Straseni	#E35E2D
division	Rezina	#E35C2C
division	Soroca	#E25B2C
division	Ivano-Frankivsk	#E2592C
division	Chernivtsi	#E2572B
division	Rivne	#E2562B
division	Kyiv	#E1542B
division	Ukraine	#E1522A
division	Crimea	#E1512A
division	Kharkiv	#E14F2A
division	Cyprus	#E04D29
division	Balikesir	#E04C29
division	Istanbul	#E04A29
division	Denizli	#E04828
division	Eskisehir	#DF4628
division	Ankara	#DF4528
division	Aksaray	#DF4328
division	Turkey	#DF4127
division	Adıyaman	#DE4027
division	Azerbaijan	#DE3E27
division	Saint-Petersburg	#DE3C26
division	Novgorod	#DE3B26
division	Moscow Oblast	#DE3926
division	Krasnodar	#DD3726
division	Ivanovo	#DD3625
division	Saratov	#DD3425
division	Astrakhan Region	#DD3225
division	Orenburg	#DD3024
division	Sverdlovsk	#DC2F24
division	Omsk	#DC2D24
division	Novosibirsk	#DC2B23
division	Primorsky	#DC2A23
division	Kamchatka Krai	#DB2823
division	Europe	#4C90C0
division	Asia	#5E1D9D
division	Oceania	#591DA1
division	North America	#E56A2F
division	South America	#F06341
		
country	Iceland	#5E1D9D
country	Portugal	#501EA9
country	Ireland	#4A27B2
country	Spain	#4531BB
country	United Kingdom	#E68735
country	Andorra	#3F46C9
country	France	#C55AE6
country	Belgium	#3F5ED0
country	Netherlands	#4169CF
country	Luxembourg	#4274CE
country	Switzerland	#457ECB
country	Norway	#4887C6
country	Denmark	#DEB33C
country	Liechtenstein	#5098B9
country	Germany	#559EB1
country	Italy	#7F823E
country	Malta	#5FA9A0
country	Slovenia	#65AD97
country	Sweden	#6BB18E
country	Austria	#72B485
country	Croatia	#79B77C
country	Czech Republic	#DB2823
country	Bosnia and Herzegovina	#89BB6B
country	Poland	#4236C1
country	Slovakia	#99BD5D
country	Montenegro	#A2BE57
country	Albania	#AABD52
country	Hungary	#B3BD4D
country	Serbia	#BBBC49
country	Kosovo	#C3BA46
country	North Macedonia	#CBB842
country	Greece	#D1B340
country	Lithuania	#D7AF3E
country	Romania	#DDAA3C
country	Bulgaria	#E0A23A
country	Latvia	#E39B39
country	Estonia	#E69237
country	Finland	#E68735
country	Belarus	#E67B32
country	Moldova	#E66F30
country	Ukraine	#E3612D
country	Cyprus	#E1532B
country	Turkey	#DF4528
country	Azerbaijan	#DD3625
country	Russia	#81B973
country	Asia	#5E1D9D
country	Oceania	#591DA1
country	North America	#E56A2F
country	South America	#F06341
		
recency	Older	#447CCD
recency	One month ago	#5EA9A1
recency	One week ago	#8ABB6A
recency	3-7 days ago	#BEBB48
recency	1-2 days ago	#E29E39
recency	New	#E2562B
		
region	Europe	#4C90C0
region	Asia	#5E1D9D
region	Oceania	#591DA1
region	North America	#E56A2F
region	South America	#F06341
